,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
4603|SUZ12,5.1071093334512866e-15,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0,SUZ12
41871|EZH2,2.4705385096965767e-12,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0,EZH2
38481|RNF2,1.6474753993521845e-11,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,RNF2
4405|MTF2,7.619566535445247e-08,Mus musculus,MTF2,cr,,Embryonic Stem Cell,Embryo,1.0,MTF2
38475|CBX7,1.9275028713478373e-07,Mus musculus,CBX7,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX7
35602|5HMC,8.360534450546631e-07,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0,5HMC
51021|JARID2,2.175926265673608e-06,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0,JARID2
53132|ZFP57,1.0632080647884413e-05,Mus musculus,ZFP57,tf,,Embryonic Stem Cell,,1.0,ZFP57
34917|KDM2B,1.4329730586341132e-05,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KDM2B
9033|TET1,1.751787320823498e-05,Mus musculus,TET1,cr,P19.6,,Embryo,1.0,TET1
44862|SMARCA4,3.343888274580855e-05,Mus musculus,SMARCA4,cr,,Epithelium,Neural Tube,1.0,SMARCA4
58789|nan,6.422404100225757e-05,,,,,,,,nan
59428|HEY1,9.062916232288424e-05,Mus musculus,HEY1,tf,,Embryonic Stem Cell,Embryo,1.0,HEY1
55425|NEUROD2,0.00016286572960880254,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0,NEUROD2
52523|TFAP2C,0.00034141807057170795,Mus musculus,TFAP2C,predicted transcription factor,,,Mammary Gland,1.0,TFAP2C
39687|UTF1,0.0006653243461267168,Mus musculus,UTF1,tf,,Embryonic Stem Cell,Embryo,1.0,UTF1
52796|RXRA,0.002352041357809313,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0,RXRA
50164|CHRM2,0.0023580049961261697,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,1.0,CHRM2
8831|PHF19,0.002485749208938516,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0,PHF19
54112|SOX9,0.002604437844136412,Mus musculus,SOX9,tf,,Epithelium,Tail,0.0,SOX9
34039|NANOG,0.003152719494171364,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0,NANOG
5412|NOTCH1,0.003248861021954027,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0,NOTCH1
39791|T,0.0056036823228951815,Mus musculus,T,tf,,,Testis,1.0,T
51017|BMI1,0.009382817402147359,Mus musculus,BMI1,cr,,Germline stem cell,,1.0,BMI1
48329|SPI1,0.012341318759387236,Mus musculus,SPI1,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,SPI1
43845|SOX2,0.012344203163563402,Mus musculus,SOX2,tf,ZhBTc4,Embryonic Stem Cell,Embryo,1.0,SOX2
34320|REST,0.01245133744634371,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0,REST
53170|DPPA2,0.012747893416684673,Mus musculus,DPPA2,predicted chromatin regulator,CGR8,Embryonic Stem Cell,Embryo,1.0,DPPA2
58208|POU5F1,0.016799589678016355,Mus musculus,POU5F1,tf,,iPSC,,1.0,POU5F1
33273|ASCL1,0.017806109130963633,Mus musculus,ASCL1,tf,,Neural Progenitor Cell,,1.0,ASCL1
43419|KMT2B,0.022978129224934613,Mus musculus,KMT2B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KMT2B
47291|FEZF2,0.024237857030457576,Mus musculus,FEZF2,tf,,Neurosphere,,1.0,FEZF2
8980|MEN1,0.02939761859205389,Mus musculus,MEN1,tf,3.2N,Embryonic Stem Cell,Embryo,1.0,MEN1
5980|HOXC9,0.032661716763841865,Mus musculus,HOXC9,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,HOXC9
44|NPAS4,0.03325823648931656,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0,NPAS4
33649|RPA,0.035452280777932235,Mus musculus,RPA,other,,B Lymphocyte,,1.0,RPA
9184|PAX3,0.036161775842275534,Mus musculus,PAX3,tf,,Myoblast,Skeletal Muscle,1.0,PAX3
33627|H2AFX,0.04038399768471048,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,,1.0,H2AFX
36043|CTCF,0.04442017939132036,Mus musculus,CTCF,tf,,,Embryonic Brain,1.0,CTCF
4541|SMAD3,0.04504930499450882,Mus musculus,SMAD3,tf,,Embryonic Stem Cell,Embryo,1.0,SMAD3
44273|SREBF1,0.04970260628870102,Mus musculus,SREBF1,tf,,Epithelium,Liver,1.0,SREBF1
37715|PRDM4,0.058190220562085386,Mus musculus,PRDM4,tf,CCE,Embryonic Stem Cell,Embryo,1.0,PRDM4
58971|MBD1,0.0617193912528017,Mus musculus,MBD1,cr,3T3-L1,Preadipocyte,Adipose,1.0,MBD1
47313|RBPJ,0.06201628283863344,Mus musculus,RBPJ,tf,F9,,Embryo,1.0,RBPJ
53113|TCF12,0.06318146563602513,Mus musculus,TCF12,tf,,Embryonic Stem Cell,Embryo,1.0,TCF12
421|NR5A2,0.06670944888141944,Mus musculus,NR5A2,tf,E14,Embryonic Stem Cell,Embryo,1.0,NR5A2
41316|KDM4C,0.06697802679875824,Mus musculus,KDM4C,cr,,Embryonic Stem Cell,Embryo,1.0,KDM4C
59139|OLIG2,0.06816734508680702,Mus musculus,OLIG2,tf,CD-1,Neural Stem Cell,Brain,1.0,OLIG2
52674|C17orf96,0.06825037329641905,Mus musculus,C17orf96,not sure,E14,Embryonic Stem Cell,Embryo,1.0,C17orf96
36980|MBD3,0.06873824957269102,Mus musculus,MBD3,cr,,Embryonic Fibroblast,,1.0,MBD3
54246|OTX2,0.06896524847241556,Mus musculus,OTX2,tf,,,Basal ganglia and septum,1.0,OTX2
52828|GRHL2,0.06921681376593837,Mus musculus,GRHL2,tf,,,Placenta,1.0,GRHL2
56613|GATA1,0.06974619484349581,Mus musculus,GATA1,tf,G1E-ER4,Erythroid Cell,Blood,1.0,GATA1
56386|TCF4,0.07140217599782883,Mus musculus,TCF4,tf,,Crypt cells,,1.0,TCF4
54230|GATA6,0.07205563254644633,Mus musculus,GATA6,tf,,Stem cell,,1.0,GATA6
51358|PRDM9,0.07258915619579921,Mus musculus,PRDM9,predicted transcription factor,,,Testis,1.0,PRDM9
51015|SCML2,0.07292570255739028,Mus musculus,SCML2,tf,,Germline stem cell,,1.0,SCML2
50238|SPIB,0.07302564902378036,Mus musculus,SPIB,tf,,Lymphocyte,,1.0,SPIB
54305|H3F3B,0.0735520887120581,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,0.0,H3F3B
37758|H2AZ,0.0737030317775638,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0,H2AZ
41873|DNMT3L,0.07444861472780306,Mus musculus,DNMT3L,cr,E14,Embryonic Stem Cell,Embryo,1.0,DNMT3L
35821|SUPT6H,0.07462637511760427,Mus musculus,SUPT6H,tf,C2C12,Myoblast,Muscle,1.0,SUPT6H
8927|RUNX1,0.07602146298293189,Mus musculus,RUNX1,tf,,Embryonic Stem Cell,Embryo,1.0,RUNX1
58294|NRF1,0.07684979902050047,Mus musculus,NRF1,tf,,Embryonic Stem Cell,Embryo,1.0,NRF1
37829|CLOCK,0.07688879497093115,Mus musculus,CLOCK,tf,,Epithelium,Liver,0.0,CLOCK
33369|LHX2,0.07711005621349425,Mus musculus,LHX2,tf,,,Mouse Back Skin,1.0,LHX2
52797|NR4A1,0.07721434642365478,Mus musculus,NR4A1,tf,,Embryonic Stem Cell,Embryo,0.0,NR4A1
55306|Input,0.07725348286920995,Mus musculus,Input,other,,,Small Intestine,1.0,Input
50226|ZBTB17,0.0806219760451648,Mus musculus,ZBTB17,tf,70Z/3,Lymphoblast,,0.0,ZBTB17
58100|SUMO1,0.08091887598446001,Mus musculus,SUMO1,other,,Dendritic Cell,Bone Marrow,1.0,SUMO1
52813|KLF4,0.08251172502575804,Mus musculus,KLF4,tf,,Epithelium,,1.0,KLF4
5954|RARG,0.0832686065701344,Mus musculus,RARG,tf,F9,,Embryo,1.0,RARG
35677|KMT2C,0.08376683889795328,Mus musculus,KMT2C,cr,,Epithelium,Liver,0.0,KMT2C
49329|MED1,0.08379458398933333,Mus musculus,MED1,predicted transcription factor,,iPSC,,1.0,MED1
52062|HDAC1,0.08684609918171071,Mus musculus,HDAC1,cr,,,Mesendoderm,1.0,HDAC1
51961|ZIC3,0.08888741498092467,Mus musculus,ZIC3,tf,,Embryonic Stem Cell,,1.0,ZIC3
53115|SMAD2/3,0.08901798788563897,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0,SMAD2/3
2905|TCF7L1,0.09086102546360307,Mus musculus,TCF7L1,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,TCF7L1
55367|PAX6,0.09213513096863823,Mus musculus,PAX6,tf,,,Forebrain,1.0,PAX6
43113|PRDM5,0.09313687808944447,Mus musculus,PRDM5,tf,,Embryonic Fibroblast,,1.0,PRDM5
39371|AR,0.09319693751588448,Mus musculus,AR,tf,,Epithelium,Prostate,1.0,AR
42591|STAT3,0.09325702555666998,Mus musculus,STAT3,tf,,Neuron,,0.0,STAT3
52890|HDAC3,0.09478374899553138,Mus musculus,HDAC3,cr,,Macrophage,Bone,0.0,HDAC3
50584|IRF7,0.09680673184062022,Mus musculus,IRF7,tf,,Myeloid Cell,Bone Marrow,0.0,IRF7
54429|CEBPA,0.0974104558705124,Mus musculus,CEBPA,tf,,B Lymphocyte,,0.0,CEBPA
48322|ATF3,0.0990967125746008,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,1.0,ATF3
43540|IRF8,0.09923819176020654,Mus musculus,IRF8,tf,,Dendritic Cell,,1.0,IRF8
58027|NEUROD1,0.10012182638286844,Mus musculus,NEUROD1,tf,R1,Embryonic Stem Cell,Embryo,1.0,NEUROD1
3085|DMC1,0.10064522216699123,Mus musculus,DMC1,not sure,,,Testis,1.0,DMC1
57803|FOXD3,0.10405529490048776,Mus musculus,FOXD3,tf,,,Ectoderm,1.0,FOXD3
52910|NCOR1,0.10423449142702312,Mus musculus,NCOR1,cr,,Cortical Neuron,,1.0,NCOR1
41728|FOXA2,0.10561028125656946,Mus musculus,FOXA2,tf,,,Uterus,0.0,FOXA2
163|PPARG,0.1066175641321555,Mus musculus,PPARG,tf,3T3-L1,Preadipocyte,Adipose,1.0,PPARG
53220|DAXX,0.1070822384118998,Mus musculus,DAXX,not sure,,Embryonic Stem Cell,Embryo,1.0,DAXX
35730|CDX2,0.10709886089341714,Mus musculus,CDX2,tf,,Epithelium,Small Intestine,1.0,CDX2
36996|CHD4,0.107281831021644,Mus musculus,CHD4,cr,,iPSC,,1.0,CHD4
52983|ARID1A,0.10729847583807016,Mus musculus,ARID1A,predicted transcription factor,,Adipocyte,,1.0,ARID1A
42078|MYOD1,0.10830057438316826,Mus musculus,MYOD1,tf,,Preadipocyte,Adipose,1.0,MYOD1
51861|DNMT3B,0.1086025132119951,Mus musculus,DNMT3B,cr,,Embryonic Stem Cell,,1.0,DNMT3B
24|CREBBP,0.10863609931006064,Mus musculus,CREBBP,cr,,Cortical Neuron,Neuric,0.0,CREBBP
50492|CTNNB1,0.1086696928780806,Mus musculus,CTNNB1,tf,,,Nucleus Accumben,1.0,CTNNB1
44368|KMT2A,0.10910708928696604,Mus musculus,KMT2A,not sure,C2C12,Myoblast,Muscle,1.0,KMT2A
57907|NR3C1,0.1104778542670905,Mus musculus,NR3C1,tf,,Macrophage,Bone Marrow,1.0,NR3C1
2890|SETDB1,0.11126178824675964,Mus musculus,SETDB1,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,SETDB1
3229|ELL2,0.11223869904491952,Mus musculus,ELL2,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL2
44527|RELA,0.11260015431836895,Mus musculus,RELA,tf,,,Bone Marrow,1.0,RELA
41714|H3S28ph,0.11292790098224435,Mus musculus,H3S28ph,other,,B Lymphocyte,,1.0,H3S28ph
49567|JUNB,0.11320442587585285,Mus musculus,JUNB,tf,,Cortical Neuron,Neuric,1.0,JUNB
6022|MAPK8,0.11445476581966785,Mus musculus,MAPK8,not sure,,Neural Progenitor Cell,Embryo,1.0,MAPK8
44531|KDM1A,0.1147164859954174,Mus musculus,KDM1A,cr,C2C12,Myoblast,Muscle,1.0,KDM1A
54705|BRWD1,0.11492616852235048,Mus musculus,BRWD1,cr,,B Lymphocyte,,0.0,BRWD1
43713|BATF,0.11571490548675845,Mus musculus,BATF,predicted transcription factor,,T Lymphocyte,,1.0,BATF
42004|SMAD1,0.116137133810557,Mus musculus,SMAD1,predicted transcription factor,,,,1.0,SMAD1
9217|ESR1,0.11714430537362268,Mus musculus,ESR1,tf,,,Uterus,0.0,ESR1
56621|TAL1,0.1172684184416175,Mus musculus,TAL1,tf,G1E-ER4,Erythroid Cell,Blood,0.0,TAL1
41977|EHMT2,0.11771243963008265,Mus musculus,EHMT2,cr,,Embryonic Stem Cell,Embryo,1.0,EHMT2
53005|KAT2B,0.11810416142508573,Mus musculus,KAT2B,predicted chromatin regulator,,Embryonic Stem Cell,,1.0,KAT2B
41939|HIRA,0.11815764938181698,Mus musculus,HIRA,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,HIRA
53248|MED12,0.11906956658492013,Mus musculus,MED12,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,MED12
33050|SRSF2,0.1195723346773664,Mus musculus,SRSF2,other,,Embryonic Fibroblast,Embryo,0.0,SRSF2
41317|BIRA,0.1198242795081707,Mus musculus,BIRA,not sure,,Embryonic Stem Cell,Embryo,1.0,BIRA
9939|AHR,0.12139832750456098,Mus musculus,AHR,tf,,Dendritic Cell,Bone Marrow,0.0,AHR
34445|OGT,0.12163477282317585,Mus musculus,OGT,other,,Embryonic Stem Cell,Embryo,0.0,OGT
37787|CRY2,0.12172579945174522,Mus musculus,CRY2,not sure,,Epithelium,Liver,0.0,CRY2
35248|MBD2,0.12205389160560015,Mus musculus,MBD2,cr,,Embryonic Stem Cell,Embryo,0.0,MBD2
37789|PER2,0.12230950337508226,Mus musculus,PER2,predicted transcription factor,,Epithelium,Liver,0.0,PER2
56415|ZMIZ1,0.12260209093877487,Mus musculus,ZMIZ1,not sure,8946,T Lymphocyte,,1.0,ZMIZ1
51778|BRD4,0.12420162927028687,Mus musculus,BRD4,cr,G1E,Erythroid Cell,Blood,1.0,BRD4
32796|SMC1A,0.12425704493362465,Mus musculus,SMC1A,predicted chromatin regulator,,Embryonic Cortex,Embryo,1.0,SMC1A
39310|TMPRSS4,0.12468247292977452,Mus musculus,TMPRSS4,other,V6.5,Embryonic Stem Cell,Embryo,1.0,TMPRSS4
52858|MYB,0.12583434620771985,Mus musculus,MYB,tf,,Myeloid Cell,,0.0,MYB
52970|MECP2,0.12592756157724122,Mus musculus,MECP2,cr,,Cortex,Frontal,1.0,MECP2
56269|MYC,0.1263756656003796,Mus musculus,MYC,tf,,,Prostate,1.0,MYC
52520|MEF2D,0.12673120169853636,Mus musculus,MEF2D,tf,,,Retina,1.0,MEF2D
8609|POLR3D,0.12725641816211702,Mus musculus,POLR3D,tf,,Epithelium,Liver,1.0,POLR3D
49764|RAD21,0.1272939914820339,Mus musculus,RAD21,not sure,,,Spleen,1.0,RAD21
