,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
8828|SUZ12,2.5940360970366783e-13,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0,SUZ12
41872|EZH2,3.7676639585981775e-11,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0,EZH2
43419|KMT2B,3.392352510012131e-10,Mus musculus,KMT2B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KMT2B
35897|H2AZ,4.1501263536858346e-10,Mus musculus,H2AZ,predicted chromatin regulator,,B Lymphocyte,,1.0,H2AZ
56642|RNF2,2.2428413570807493e-09,Mus musculus,RNF2,predicted transcription factor,E14Tg2A,Embryonic Stem Cell,,1.0,RNF2
34640|CLOCK,4.253677743371043e-09,Mus musculus,CLOCK,tf,,,Liver,0.0,CLOCK
58293|NRF1,5.294289284751841e-09,Mus musculus,NRF1,tf,,Embryonic Stem Cell,Embryo,1.0,NRF1
50164|CHRM2,1.1257157150890151e-08,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,1.0,CHRM2
41603|AR,1.2075999589189479e-08,Mus musculus,AR,tf,,,Caput Epididymis,1.0,AR
53132|ZFP57,1.310798874998298e-08,Mus musculus,ZFP57,tf,,Embryonic Stem Cell,,1.0,ZFP57
4405|MTF2,1.4610780862955863e-08,Mus musculus,MTF2,cr,,Embryonic Stem Cell,Embryo,1.0,MTF2
43659|UTF1,1.6796657509310364e-08,Mus musculus,UTF1,tf,KH2,Embryonic Stem Cell,Embryo,1.0,UTF1
8907|TBX3,1.8977336257997024e-08,Mus musculus,TBX3,tf,,Myocyte,Heart,1.0,TBX3
53113|TCF12,2.033231449871664e-08,Mus musculus,TCF12,tf,,Embryonic Stem Cell,Embryo,1.0,TCF12
52674|C17orf96,3.939475717862351e-08,Mus musculus,C17orf96,not sure,E14,Embryonic Stem Cell,Embryo,1.0,C17orf96
40271|FOXA2,4.8811806874216046e-08,Mus musculus,FOXA2,tf,,,Pancreas,1.0,FOXA2
48329|SPI1,5.005502257127148e-08,Mus musculus,SPI1,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,SPI1
39791|T,7.6729017972621e-08,Mus musculus,T,tf,,,Testis,1.0,T
38215|ARNTL,8.469158996327053e-08,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,0.0,ARNTL
47291|FEZF2,2.007235589407408e-07,Mus musculus,FEZF2,tf,,Neurosphere,,1.0,FEZF2
52523|TFAP2C,3.0627689545648096e-07,Mus musculus,TFAP2C,predicted transcription factor,,,Mammary Gland,1.0,TFAP2C
34027|KDM2B,3.360255252937705e-07,Mus musculus,KDM2B,cr,,Embryonic Stem Cell,Embryo,1.0,KDM2B
4404|JARID2,3.391598780710936e-07,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0,JARID2
457|TET1,3.4743357946176445e-07,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0,TET1
59428|HEY1,4.4449287528447456e-07,Mus musculus,HEY1,tf,,Embryonic Stem Cell,Embryo,1.0,HEY1
38475|CBX7,4.729649807355685e-07,Mus musculus,CBX7,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX7
8980|MEN1,1.1357149228841124e-06,Mus musculus,MEN1,tf,3.2N,Embryonic Stem Cell,Embryo,1.0,MEN1
4398|MECP2,1.8698396845318044e-06,Mus musculus,MECP2,cr,,,Cerebellum,1.0,MECP2
53170|DPPA2,1.9826807233225274e-06,Mus musculus,DPPA2,predicted chromatin regulator,CGR8,Embryonic Stem Cell,Embryo,1.0,DPPA2
41316|KDM4C,2.15001206010923e-06,Mus musculus,KDM4C,cr,,Embryonic Stem Cell,Embryo,1.0,KDM4C
44342|KLF5,2.3125918253708022e-06,Mus musculus,KLF5,tf,CGR8,Embryonic Stem Cell,Embryo,1.0,KLF5
44862|SMARCA4,2.4996819228406686e-06,Mus musculus,SMARCA4,cr,,Epithelium,Neural Tube,1.0,SMARCA4
56133|RBFOX2,2.8998619491238387e-06,Mus musculus,RBFOX2,other,,,Heart,1.0,RBFOX2
8976|ZFP42,3.6131475923406597e-06,Mus musculus,ZFP42,tf,,Embryonic Stem Cell,Embryo,0.0,ZFP42
35602|5HMC,3.966806135902168e-06,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0,5HMC
55110|PPARG,4.851634916647196e-06,Mus musculus,PPARG,tf,,,Epididymal White Adipose Tissue,1.0,PPARG
9024|NR3C1,4.864228493661749e-06,Mus musculus,NR3C1,tf,AtT-20,Corticotroph,Brain,1.0,NR3C1
34039|NANOG,6.065046573355826e-06,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0,NANOG
37400|PR,1.3177736668534834e-05,Mus musculus,PR,predicted transcription factor,,,Uterus,1.0,PR
8910|NKX2-5,2.888925136457221e-05,Mus musculus,NKX2-5,tf,,Myocyte,Heart,1.0,NKX2-5
50683|RFX6,3.2695143567962326e-05,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0,RFX6
2907|NELFA,3.605739333845115e-05,Mus musculus,NELFA,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,NELFA
44801|CEBPB,3.6198006701848584e-05,Mus musculus,CEBPB,tf,3T3-L1,Preadipocyte,Adipose,1.0,CEBPB
48323|ATF3,4.2381359318555134e-05,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,0.0,ATF3
39131|nan,4.369836343920408e-05,,,,,,,,nan
4606|TAF3,6.0399942908240245e-05,Mus musculus,TAF3,cr,,Embryonic Stem Cell,Embryo,1.0,TAF3
8304|KDM1A,6.491620113480145e-05,Mus musculus,KDM1A,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,KDM1A
44806|MED1,6.666162464502579e-05,Mus musculus,MED1,predicted transcription factor,3T3-L1,Preadipocyte,Adipose,1.0,MED1
32786|BMI1,7.847764660318113e-05,Mus musculus,BMI1,cr,,Glioma Initiating Cell,,1.0,BMI1
55425|NEUROD2,8.127573720995152e-05,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0,NEUROD2
51763|SOX2,8.888836814530121e-05,Mus musculus,SOX2,tf,,Multipotent progenitor cell,Otic,1.0,SOX2
8830|PHF19,0.00010050064673389203,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0,PHF19
35313|TNNI2,0.00010866131803122236,Mus musculus,TNNI2,other,,Osteoblast,,1.0,TNNI2
5761|TBP,0.00011365827776360637,Mus musculus,TBP,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,TBP
44274|SREBF1,0.00011801508649011971,Mus musculus,SREBF1,tf,,Epithelium,Liver,1.0,SREBF1
51326|ZIC1/2,0.00013730185526156236,Mus musculus,ZIC1/2,other,,,Cerebellum,1.0,ZIC1/2
52796|RXRA,0.00016782138888504772,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0,RXRA
44552|KLF4,0.00016821896061208763,Mus musculus,KLF4,tf,CGR8,Embryonic Stem Cell,Embryo,1.0,KLF4
36824|PITX1,0.00018397941071168766,Mus musculus,PITX1,tf,,Epithelium,Embryonic Hindlimb Bud,1.0,PITX1
48516|OTX2,0.0002032082667538515,Mus musculus,OTX2,tf,,Embryonic Stem Cell,Embryo,1.0,OTX2
39887|CEBPA,0.00020767628123541382,Mus musculus,CEBPA,tf,,Epithelium,Liver,1.0,CEBPA
47349|REST,0.00026563971056553504,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0,REST
36731|RARG,0.0002675845000774668,Mus musculus,RARG,tf,F9,,Embryo,1.0,RARG
53115|SMAD2/3,0.0002956824641404121,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0,SMAD2/3
52892|CREBBP,0.0003052308630140943,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0,CREBBP
5412|NOTCH1,0.0003278538182735491,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0,NOTCH1
40276|RBPJL,0.0003429679242121786,Mus musculus,RBPJL,tf,,,Pancreas,1.0,RBPJL
44753|ESR1,0.00036951269563456624,Mus musculus,ESR1,tf,,,Uterus,1.0,ESR1
55979|SMC1A,0.0003919989351459652,Mus musculus,SMC1A,predicted chromatin regulator,,,Brain,1.0,SMC1A
51962|ASCL1,0.00045180517521581365,Mus musculus,ASCL1,tf,AtT-20,,,0.0,ASCL1
9283|DMC1,0.00045381833767432767,Mus musculus,DMC1,not sure,,,Testis,1.0,DMC1
177|RXRG,0.0004636191474735596,Mus musculus,RXRG,tf,3T3-L1,Preadipocyte,Adipose,1.0,RXRG
54374|STAT1,0.00048249600839112006,Mus musculus,STAT1,tf,,T Lymphocyte,Spleen,1.0,STAT1
40277|PTF1A,0.0005047740006121626,Mus musculus,PTF1A,tf,,,Pancreas,0.0,PTF1A
1533|TBX5,0.0005163788379383694,Mus musculus,TBX5,tf,HL-1,Cardiomyocyte,Muscle,1.0,TBX5
52873|TRIM33,0.0005171138851939872,Mus musculus,TRIM33,predicted chromatin regulator,LNCaP-abl ,Epithelium,Prostate,1.0,TRIM33
58144|SIX4,0.000541733650025189,Mus musculus,SIX4,tf,C2C12,Myoblast,Muscle,1.0,SIX4
54219|EBF1,0.0005559222406124054,Mus musculus,EBF1,tf,,Pre-B Lymphocyte,,1.0,EBF1
54181|SOX9,0.0005647724504192486,Mus musculus,SOX9,tf,,Chondrocyte,Nasal septum ,1.0,SOX9
5372|SS18,0.0005724497635468673,Mus musculus,SS18,not sure,C2C12,Myoblast,Muscle,1.0,SS18
404|DPY30,0.0005961122327990398,Mus musculus,DPY30,cr,E14,Embryonic Stem Cell,Embryo,1.0,DPY30
58851|MTA2,0.0006113281268895765,Mus musculus,MTA2,tf,,Thymocyte,Thymus,1.0,MTA2
47684|GATA4,0.0006314940698607385,Mus musculus,GATA4,tf,,Epithelium,Heart,1.0,GATA4
39128|KAT8,0.000662110687503048,Mus musculus,KAT8,cr,,Embryonic Stem Cell,Embryo,1.0,KAT8
4498|PRDM14,0.0006683614469571997,Mus musculus,PRDM14,tf,,Embryonic Stem Cell,Embryo,1.0,PRDM14
55092|HRAS,0.0006870473318906223,Mus musculus,HRAS,other,,Embryonic Fibroblast,,1.0,HRAS
51762|MYC,0.0007097319592265228,Mus musculus,MYC,tf,,Multipotent progenitor cell,Otic,1.0,MYC
48487|POU5F1,0.0007194022549009138,Mus musculus,POU5F1,tf,,Embryonic Stem Cell,Embryo,1.0,POU5F1
52802|FGFR1,0.0007351722948824024,Mus musculus,FGFR1,not sure,,Embryonic Stem Cell,Embryo,1.0,FGFR1
37792|NPAS2,0.0007458570530544106,Mus musculus,NPAS2,tf,,Epithelium,Liver,0.0,NPAS2
37750|RBBP5,0.0007817602730379458,Mus musculus,RBBP5,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0,RBBP5
51036|TDG,0.0008058575104704646,Mus musculus,TDG,other,E14,Embryonic Stem Cell,Embryo,1.0,TDG
52111|INSM1,0.0008499218331600167,Mus musculus,INSM1,tf,,Beta cell,Pancreatic Islet,1.0,INSM1
37573|ISL1,0.0008669437274528291,Mus musculus,ISL1,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,ISL1
2864|NIPBL,0.0009051558868587439,Mus musculus,NIPBL,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,NIPBL
36206|MBD4,0.0009133611113841811,Mus musculus,MBD4,cr,,Embryonic Stem Cell,Embryo,0.0,MBD4
57748|FOXD3,0.00092606775107823,Mus musculus,FOXD3,tf,,Embryonic Stem Cell,,1.0,FOXD3
53951|YY1,0.0009856338127945397,Mus musculus,YY1,tf,,Embryonic Stem Cell,Embryo,1.0,YY1
49584|FOS,0.0010033158283688781,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0,FOS
44732|RUNX1,0.001046542634593195,Mus musculus,RUNX1,tf,,Thymocyte,,0.0,RUNX1
55698|EZH1,0.0010806907346478933,Mus musculus,EZH1,cr,,,Mammary Gland,1.0,EZH1
2984|AFF4,0.0011697692083422195,Mus musculus,AFF4,tf,,Embryonic Stem Cell,Embryo,1.0,AFF4
54372|KLF15,0.0011783107389485847,Mus musculus,KLF15,tf,,Embryonic Fibroblast,,1.0,KLF15
39108|CTCF,0.0011792183968953318,Mus musculus,CTCF,tf,,B Lymphocyte,,1.0,CTCF
