,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
48946|SUZ12,0.0000000000000000144475002762219964840702844602761822978217201055843891076820938363754952465235674525395757562537855861707341062025307482833296326050219909405708750203611910951596255163592602113248149342512460620742,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0,SUZ12
2161|EZH2,0.00000000000000056765945909411464952220534473024647731210968881138552281175851263794970970287104622053529283491780722032474081047554591447823901383121925486177010432325451781341169215448289304862236383355640934137197,Mus musculus,EZH2,cr,LF2,Embryonic Stem Cell,Embryo,1.0,EZH2
38475|CBX7,1.3435363932501332e-12,Mus musculus,CBX7,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX7
38481|RNF2,6.4717120551449625e-12,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,RNF2
9217|ESR1,8.177236665574128e-11,Mus musculus,ESR1,tf,,,Uterus,0.0,ESR1
52906|MEF2C,2.2266583021846031e-10,Mus musculus,MEF2C,predicted transcription factor,,Cortical Neuron,,1.0,MEF2C
4405|MTF2,3.165310791253262e-10,Mus musculus,MTF2,cr,,Embryonic Stem Cell,Embryo,1.0,MTF2
52908|MEF2A,7.224912890180235e-10,Mus musculus,MEF2A,tf,,Cortical Neuron,,1.0,MEF2A
51021|JARID2,5.917714979153388e-08,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0,JARID2
35602|5HMC,1.1659528054153157e-07,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0,5HMC
55425|NEUROD2,1.950304303055539e-07,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0,NEUROD2
58789|nan,3.772041287097849e-07,,,,,,,,nan
9033|TET1,6.316658909821804e-07,Mus musculus,TET1,cr,P19.6,,Embryo,1.0,TET1
5980|HOXC9,6.771712243169858e-07,Mus musculus,HOXC9,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,HOXC9
34005|LHX3,1.1652448602128551e-06,Mus musculus,LHX3,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,LHX3
34006|ISL1,2.371890019059464e-06,Mus musculus,ISL1,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,ISL1
44862|SMARCA4,8.075551975683659e-06,Mus musculus,SMARCA4,cr,,Epithelium,Neural Tube,1.0,SMARCA4
33273|ASCL1,2.6219652080161637e-05,Mus musculus,ASCL1,tf,,Neural Progenitor Cell,,1.0,ASCL1
44|NPAS4,2.8748517140408936e-05,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0,NPAS4
53132|ZFP57,3.1663737881881815e-05,Mus musculus,ZFP57,tf,,Embryonic Stem Cell,,1.0,ZFP57
34917|KDM2B,3.5246785904052835e-05,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KDM2B
49582|FOSB,7.493257749213722e-05,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0,FOSB
8831|PHF19,7.841546234993446e-05,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0,PHF19
59428|HEY1,0.00021166259173366342,Mus musculus,HEY1,tf,,Embryonic Stem Cell,Embryo,1.0,HEY1
34320|REST,0.0002513504492135943,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0,REST
50164|CHRM2,0.0002936894589664618,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,1.0,CHRM2
65038|CTCF,0.0003583116608062986,Mus musculus,CTCF,tf,,,Midbrain,1.0,CTCF
40161|SOX2,0.0006045217421725146,Mus musculus,SOX2,tf,,Embryonic Stem Cell,Embryo,1.0,SOX2
49572|JUNB,0.0007234711428342755,Mus musculus,JUNB,tf,,Cortical Neuron,Neuric,1.0,JUNB
39687|UTF1,0.0007614533676266744,Mus musculus,UTF1,tf,,Embryonic Stem Cell,Embryo,1.0,UTF1
52523|TFAP2C,0.0008727355106539769,Mus musculus,TFAP2C,predicted transcription factor,,,Mammary Gland,1.0,TFAP2C
49561|FOS,0.0009799840549192806,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0,FOS
55962|STAG1,0.0010328850148492719,Mus musculus,STAG1,not sure,R1,Embryonic Stem Cell,Embryo,1.0,STAG1
55534|RAG1,0.0010348009296631266,Mus musculus,RAG1,cr,R1,Embryonic Stem Cell,Embryo,1.0,RAG1
51017|BMI1,0.001623847300732728,Mus musculus,BMI1,cr,,Germline stem cell,,1.0,BMI1
2999|ARNTL,0.0017500881502684473,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,0.0,ARNTL
3002|ATOH1,0.003167443415335036,Mus musculus,ATOH1,tf,,,Cerebellum,0.0,ATOH1
54112|SOX9,0.0034085965226208215,Mus musculus,SOX9,tf,,Epithelium,Tail,0.0,SOX9
52892|CREBBP,0.0035718579711940257,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0,CREBBP
8329|SOX3,0.0036727441275954398,Mus musculus,SOX3,predicted transcription factor,,Neural Progenitor Cell,Embryo,0.0,SOX3
36747|NR3C1,0.00438914873856705,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0,NR3C1
36846|PTF1A,0.004429165290872228,Mus musculus,PTF1A,tf,266.6,Epithelium,Pancreas,1.0,PTF1A
39594|REL,0.004871390144403576,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,0.0,REL
52796|RXRA,0.005560630103437714,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0,RXRA
38619|H2AZ,0.0057286578278742395,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,0.0,H2AZ
33669|RPA,0.006039968934025308,Mus musculus,RPA,other,,B Lymphocyte,,1.0,RPA
5412|NOTCH1,0.006724619856816938,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0,NOTCH1
54303|H3F3B,0.0070931816834985395,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,1.0,H3F3B
58544|SMAD1/5,0.007814140457106822,Mus musculus,SMAD1/5,tf,E14,Embryonic Stem Cell,Embryo,1.0,SMAD1/5
39791|T,0.00806347467124241,Mus musculus,T,tf,,,Testis,1.0,T
37951|MYOD1,0.008501422253436974,Mus musculus,MYOD1,tf,P19,,Embryo,1.0,MYOD1
47483|SPI1,0.00867299785153458,Mus musculus,SPI1,predicted transcription factor,,Macrophage,Bone Marrow,1.0,SPI1
50683|RFX6,0.009079457176104477,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0,RFX6
34039|NANOG,0.009089531139777618,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0,NANOG
53004|Input,0.010205800273157428,Mus musculus,Input,other,,Myoblast,Skeletal Muscle,0.0,Input
4398|MECP2,0.011698508505171346,Mus musculus,MECP2,cr,,,Cerebellum,1.0,MECP2
55976|SMC1A,0.012131129997507983,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0,SMC1A
59139|OLIG2,0.012139316811980883,Mus musculus,OLIG2,tf,CD-1,Neural Stem Cell,Brain,1.0,OLIG2
36824|PITX1,0.012314801906576689,Mus musculus,PITX1,tf,,Epithelium,Embryonic Hindlimb Bud,1.0,PITX1
38902|MYC,0.012826389589448928,Mus musculus,MYC,tf,,B Lymphocyte,Spleen,0.0,MYC
44219|SMARCC2,0.013099057174159712,Mus musculus,SMARCC2,cr,,Epithelium,Hindbrain,1.0,SMARCC2
58557|PDX1,0.014070127856832648,Mus musculus,PDX1,tf,BetaTC6,,,1.0,PDX1
53170|DPPA2,0.01963463571353513,Mus musculus,DPPA2,predicted chromatin regulator,CGR8,Embryonic Stem Cell,Embryo,1.0,DPPA2
9271|CTCFL,0.02306036381134996,Mus musculus,CTCFL,predicted transcription factor,,Embryonic Stem Cell,Embryo,0.0,CTCFL
44781|NCOR1,0.023387644451107525,Mus musculus,NCOR1,cr,3T3-L1,Preadipocyte,Adipose,0.0,NCOR1
57797|FOXD3,0.024446365990414387,Mus musculus,FOXD3,tf,,,Ectoderm,0.0,FOXD3
33797|SOX17,0.024921860102108118,Mus musculus,SOX17,tf,KH2,Embryonic Stem Cell,Embryo,1.0,SOX17
53084|NKX3-2,0.02734330588329864,Mus musculus,NKX3-2,tf,NIH-3T3,Fibroblast,Embryo,1.0,NKX3-2
37780|CLOCK,0.029445710684280313,Mus musculus,CLOCK,tf,,Epithelium,Liver,1.0,CLOCK
172|PPARG,0.03167157751439276,Mus musculus,PPARG,tf,3T3-L1,Preadipocyte,Adipose,0.0,PPARG
47291|FEZF2,0.03799797498611246,Mus musculus,FEZF2,tf,,Neurosphere,,1.0,FEZF2
43419|KMT2B,0.039000390853041966,Mus musculus,KMT2B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KMT2B
9183|PAX7,0.039539653256324414,Mus musculus,PAX7,tf,,Myoblast,Skeletal Muscle,1.0,PAX7
34324|FOXA2,0.040836545447551886,Mus musculus,FOXA2,tf,,Endoderm Cell,,0.0,FOXA2
43693|KDM4C,0.043112243505761094,Mus musculus,KDM4C,cr,,Embryonic Fibroblast,Embryo,1.0,KDM4C
4541|SMAD3,0.044046409634233175,Mus musculus,SMAD3,tf,,Embryonic Stem Cell,Embryo,1.0,SMAD3
44482|MEIS1,0.0449079250732487,Mus musculus,MEIS1,tf,,Fibroblast,Embryo,1.0,MEIS1
41841|RAD21,0.04685913914417439,Mus musculus,RAD21,not sure,,Astrocyte,,1.0,RAD21
53115|SMAD2/3,0.04707315310489163,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0,SMAD2/3
58208|POU5F1,0.04710660741175843,Mus musculus,POU5F1,tf,,iPSC,,1.0,POU5F1
4411|NFIC,0.050213241945896436,Mus musculus,NFIC,tf,,Fibroblast,Embryo,1.0,NFIC
39613|EGR1,0.0515800394370311,Mus musculus,EGR1,tf,,Dendritic Cell,Bone Marrow,1.0,EGR1
